Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Bonsignori_2016:CH505	Corcoran_2016:H1	Doria-Rose_2015:CAP256	Eliyahu_2018:C10	Eliyahu_2018:C4	Eliyahu_2018:C6	Eliyahu_2018:C7	Eliyahu_2018:C9	Eliyahu_2018:CI11	Eliyahu_2018:CI13	Eliyahu_2018:CI16	Eliyahu_2018:CI20	Eliyahu_2018:CI21	Eliyahu_2018:CI26	Eliyahu_2018:CI4	Eliyahu_2018:SC1	Eliyahu_2018:SC14	Eliyahu_2018:SC15	Eliyahu_2018:SC2	Eliyahu_2018:SC3	Eliyahu_2018:SC7	Eliyahu_2018:SC8	Eliyahu_2018:SC9	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S6	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Johnson_2018:HD1	Landais_2017:PC064	Meng_2017a:Subject-D145	Meng_2017a:Subject-D149	Meng_2017a:Subject-D168	Meng_2017a:Subject-D181	Meng_2017a:Subject-D182	Palanichamy_2014:Subject-14711	Palanichamy_2014:Subject-26712	Palanichamy_2014:Subject-29612	Palanichamy_2014:Subject-30512	Palanichamy_2014:Subject-31012	Palanichamy_2014:Subject-34012	Palanichamy_2014:Subject-43113	Palanichamy_2014:Subject-43213	Rubelt_2016:TW01A	Rubelt_2016:TW01B	Rubelt_2016:TW02A	Rubelt_2016:TW02B	Rubelt_2016:TW03A	Rubelt_2016:TW03B	Rubelt_2016:TW04A	Rubelt_2016:TW04B	Rubelt_2016:TW05A	Rubelt_2016:TW05B	Soto_2016:IAVI84	Soto_2016:N152	Stern_2014:M2	Stern_2014:M3	Stern_2014:M4	Stern_2014:M5	Tipton_2015:subject-1	Tipton_2015:subject-2	Tipton_2015:subject-3	Tipton_2015:subject-4	Tipton_2015:subject-5	Tipton_2015:subject-6	Tipton_2015:subject-7	Tipton_2015:subject-8	Turchaninova_2016:donor-1	Turchaninova_2016:donor-2	Turchaninova_2016:donor-3	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD1a	Waltari_2018:BD1h	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD3a	Waltari_2018:BD3h	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD5a	Waltari_2018:BD5g	Waltari_2018:BD5h	Waltari_2018:BD6	Waltari_2018:BD6h	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB1g	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-74	Wu_2015:Donor-45	Zhou_2015:Donor-44	Zhou_2015:Donor-C38	Zhou_2015:Donor-RU01	Zhou_2015:Donor-RU08	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Gidoni_2019:S47	193481	47991	87902	208132	118726	57405	54865	47942	64046	58023	61630	64030	77551	56240	68886	67529	51934	63483	53460	67342	61389	76916	70162	63630	57967	140055	198807	186073	191541	202184	206634	178038	188241	197436	191763	181839	196305	150576	166988	167585	198598	180191	189731	199319	158764	209793	160860	203774	141819	198196	200735	189222	157612	202348	153173	179753	211134	195648	184222	160494	181807	182078	171501	171509	171328	197102	175783	656180	204132	156129	228336	224255	196124	190690	189017	206512	184925	217639	229869	201796	206982	218410	202124	195306	197711	170092	229687	216003	212533	226525	218053	195577	201602	201932	197479	196723	196636	195220	192613	218169	205049	179995	192279	217052	199352	180784	186336	221935	223145	208259	219795	208442	187095	218581	184570	195276	210906	141894	203907	177178	205581	143312	174175	166309	314118	309330	326215	304336	162416	251434	350394	240412	244457	281357	369316	293370	61750	40550	71316	66996	85206	66455	72338	55409	119058	100020	129743	148544	152003	134122	157751	164527	134028	130186	42501	88702	204146	172778	165678	272333	187954	202508	246328	234286	163901	148086	231746	192846	176857	156713	75981	200764	187154	226264	227659	206019	181158	185501	161722	212769	111609	138038	140799	162857	255451	338526	241103	209842	203290	221017	199247	311227	216301	336107	164767	228620	214886	297551	266470	269329	211514	239230	342455	205183	277544	281294	253668	156160	230125	58787	322434	209367	257373	220168	132160	330549	315699	56302	106463	50198	46679	43292	42774	61977	126623
Gidoni_2019:S48	249566	62767	120251	282800	158228	69747	67411	57831	82945	69225	76425	84875	95649	71585	86526	87934	61372	80546	60391	82531	82357	106230	96521	75943	71080	176895	250546	215566	238821	270929	262568	206322	213565	235728	217458	209466	248355	200940	203835	185170	261891	247654	243071	253020	188132	269886	181639	250220	177485	241928	263515	232876	175581	237660	184463	212773	271507	257208	225521	221531	236019	216190	194900	209195	192281	245026	201521	204132	1077700	185234	301550	308503	268604	261633	244620	266478	211162	306437	310352	254658	258680	290121	268439	263820	277547	206686	299405	252273	275365	299651	284153	273300	265196	260951	236082	257172	240661	257438	237225	288372	256914	213027	231789	284943	253391	247827	245811	286547	301594	258594	286021	269246	217484	272589	243711	231667	246983	155055	267186	220729	229465	151120	190965	179566	397607	404747	448569	350231	228463	332246	480189	282216	284678	349631	505167	357182	71407	45281	82889	79419	101617	79023	85248	61300	143832	121136	166294	182852	185192	164077	192540	202340	164506	158694	61652	129283	246200	205111	192283	329759	282356	283573	348799	343059	239238	203956	315242	251995	197472	170744	83189	224451	207247	298225	287433	230864	219079	218480	184542	237808	125218	161808	169219	183511	332538	419885	335792	228848	220192	251565	219016	386025	232783	456812	182071	253569	239724	394363	316187	377251	231236	274524	449874	247927	338832	324362	310013	170257	260500	62597	424842	240494	300829	256468	150421	409807	398336	85151	205338	103218	62860	77135	75092	86022	214536
Gidoni_2019:S49	172939	46483	86804	190420	110310	55366	54179	46370	62472	55138	59522	62898	73242	56651	66995	65222	49246	61996	50741	64706	61289	77178	69712	59403	55458	133525	175550	166331	168976	188789	186543	159185	164073	176249	169070	156890	179335	143315	152414	147594	185647	172369	177864	179667	143026	189126	142641	177358	131025	173831	185527	171424	138859	176942	142194	164746	191395	182273	166406	151179	173224	164437	152553	159009	151174	178118	152774	156129	185234	560697	208843	204270	184317	176875	177897	192563	159291	206232	207412	186037	184057	194600	184342	185338	187374	160558	205107	187982	189036	203991	198302	181076	191151	185272	175707	183939	171716	178444	175755	196025	189352	161465	171134	201454	175572	171189	175831	199298	204468	182475	204701	192842	165478	195469	171841	173912	179906	126415	185793	162843	176589	127591	151560	142778	267780	268169	279834	247821	141045	219320	301362	198563	199264	235356	308734	240965	57600	38138	65569	61703	80176	62992	65744	51104	107565	91819	120619	136697	134770	121624	137226	142216	120398	118247	44907	84494	179831	152144	144391	231483	176400	181374	217741	208047	151965	137268	199715	168714	151087	133654	68976	168779	161290	208355	202513	175748	164813	163452	141549	179362	102574	126696	128248	142948	221679	280632	218577	173893	166454	183625	167446	260630	175625	288109	140593	188188	181011	263058	221035	238455	172440	197093	285982	180712	236624	228296	218736	133815	193535	55315	280728	179142	219060	189251	120285	270501	264145	59877	116403	57020	45578	50083	45836	59851	128845
Gidoni_2019:S5	291310	68938	137368	346042	183175	78707	75325	64122	93259	77960	85834	96460	108803	79556	99185	98429	68614	90175	68291	94637	91392	119827	109947	84997	80859	203106	284115	245454	276443	312121	299825	237254	240723	275196	249735	232572	284328	231596	230441	213162	305506	284355	281151	285750	212850	317418	203326	281840	202814	275298	308040	265129	197503	274849	210905	244037	315204	301144	255546	254737	270440	252154	220852	238201	219123	285941	225926	228336	301550	208843	1456343	366423	312184	300240	279991	314527	232313	359804	359911	299131	298518	327931	310252	310795	325452	236637	352632	294336	311089	353197	334870	305500	312961	302644	274690	301390	270971	302015	275319	339198	306526	243511	264548	339569	284862	282524	282856	333733	348674	291301	333265	315445	246632	319066	283939	268315	278685	174825	308183	255602	270379	172252	218105	199239	494804	497556	550636	436161	263095	407080	593653	339250	343023	423408	626868	442423	80977	49492	94178	90445	118161	91003	95717	69727	165115	137612	191159	215442	218254	194250	224042	236799	191922	184699	72005	143095	303874	245639	230212	414740	342556	348912	426265	420755	275847	234491	369217	299541	232008	200032	94369	263146	245910	362897	341781	274030	256032	250119	211997	277011	140017	186654	191686	211158	394918	519284	404705	275554	259822	294576	263651	477006	278601	567048	210653	300535	286788	485834	380029	457818	273952	325892	559606	294186	415821	392849	376043	200859	313397	68454	535968	286971	367232	312492	174009	498484	491078	104704	256425	122648	69137	96795	92155	93548	268310
Gidoni_2019:S50	308060	73280	148548	363407	195182	81097	80566	67616	99814	81830	91419	105470	115048	84977	106076	104111	70765	95441	68797	98124	97805	130297	120367	88291	86670	209827	301956	240324	288339	324063	302187	226982	233008	265257	237260	228953	285779	241944	232069	200979	310326	291857	279749	288473	213668	331397	195131	289888	207931	279438	316828	272569	190911	260777	209492	231515	317386	314141	254735	276340	274013	244127	212109	236766	208270	283884	221252	224255	308503	204270	366423	1826935	326064	325893	289630	321226	226578	377867	376253	300462	303569	340846	330982	323622	344006	233391	362998	290274	325099	366238	339859	328918	321253	310821	273043	315593	278379	320370	272513	360579	311570	244359	266342	342397	298036	297393	293304	335612	371833	293447	343105	331011	241256	322899	294942	263325	275068	165932	316861	254728	252220	162555	212801	190782	503314	514480	590157	409520	280254	419288	617695	336344	337624	421774	660365	433258	83505	50221	97930	95324	122798	94203	99860	69896	166702	138885	196495	214473	220974	196737	228466	242385	193008	183392	74277	157198	298691	245295	230977	408237	382119	379112	457938	465026	304138	248272	389153	313457	224553	189342	93878	262585	235705	373279	347159	264024	254613	243753	210270	267612	135994	183399	195591	205100	406405	506698	426970	260377	249765	282629	248941	476311	264240	582104	206459	289456	275844	494875	368238	493211	260756	318436	573408	295707	414376	385091	372673	193129	295352	67397	542831	269398	347693	290885	163900	492982	491688	111099	304160	143404	74026	111495	102321	101379	314497
Gidoni_2019:S51	253312	64323	125594	302252	162834	71583	69156	59382	86885	70467	78481	89972	98494	74230	89036	91673	62115	84611	60401	85851	86911	113895	102792	76334	72977	180678	248385	212094	242941	281474	263808	201675	200855	236376	206132	201347	253471	209283	208215	176760	275465	259102	251138	254284	183535	273355	174066	242176	183715	244399	273574	227220	169558	232328	187650	211134	274686	265556	225963	233433	247565	216825	189180	211663	183038	256871	194241	196124	268604	184317	312184	326064	1362768	275334	246638	277070	197078	325725	321391	264168	258220	285525	278938	285195	299355	209579	312559	238497	275991	315850	292369	275628	275054	269941	237132	266382	236144	270818	240898	299649	264181	211163	228587	298716	252331	261929	261123	292732	307449	257321	293622	279839	210163	268461	254933	227486	234696	148325	273247	225976	222564	143934	177517	166352	411481	421712	473215	337342	235462	344986	492732	268642	267049	335404	524252	343875	71537	45228	82704	81085	103091	80721	84757	61254	141533	120824	167002	181874	182818	163689	191330	201671	164801	158589	66196	131632	247811	205219	195191	337539	308405	307152	367063	366504	242755	208180	315058	253806	187167	159142	80023	212706	201388	319330	295500	220478	224106	213472	181317	223715	123526	163208	168728	179441	338556	415194	354949	217490	206520	241074	208753	390529	218180	474089	171100	237521	228274	404800	306580	400991	215546	262125	460059	249261	343843	312151	310353	162956	251512	62296	443314	233879	291398	250017	147932	399472	402148	97096	248112	122398	64438	95364	89066	85764	255537
Gidoni_2019:S52	255756	61672	125383	298738	159808	71706	70582	59483	87219	71550	80217	91475	100542	74147	90134	89310	61842	83715	59090	83868	85829	113610	104157	77024	74987	176762	253719	203908	246697	273869	255443	192617	199480	220868	197691	193903	243325	204505	197246	168260	260855	245672	237951	241827	184341	275957	169462	247145	177750	237488	264773	231879	165615	221556	178600	197659	263932	266542	215451	234286	234546	207411	179811	204955	177191	237189	189036	190690	261633	176875	300240	325893	275334	1287605	244708	267473	195528	314053	309615	252677	249923	281671	275716	270594	288298	201207	296860	238961	272509	301237	281442	275994	265213	260258	231382	264139	233277	269917	231391	300187	255310	208215	223011	287120	256485	251651	248861	281545	307690	248513	287057	274062	208916	270308	245061	222460	234952	142997	269014	216786	211484	138873	180071	167789	394242	406112	461730	323379	216668	331612	480126	270514	267597	333250	509058	337231	71514	44821	84325	81870	103540	80544	86005	60379	144713	120516	167334	182869	186201	167050	193002	204863	166792	160771	63486	129402	243371	199991	193673	323635	306363	303402	364187	363933	248758	208682	309828	252434	187520	157795	82412	219399	192156	304413	280720	214727	212489	205251	173408	220081	117405	155057	165422	175986	330424	403143	342563	210742	204019	231134	204157	379181	210343	454664	170105	231958	222398	393499	298063	393795	210551	256548	450332	247655	335443	310897	304017	157993	243037	60625	427392	221903	282949	239398	142158	393157	386497	94593	243484	118290	61980	93375	85979	86153	250624
Gidoni_2019:S53	240813	60074	116436	264938	148936	68290	68219	57660	80711	68220	75733	83909	93475	70718	86751	84308	59591	78330	60262	80685	79591	102320	94289	73447	70988	170296	237718	201583	224065	251170	241840	189965	201269	217007	204066	191652	230657	188366	188185	173236	241116	226255	225787	229328	176968	256900	168660	236468	164922	223172	244074	227512	163761	214947	172113	196429	250125	244913	208403	209870	221195	200808	180826	196239	180691	225638	187418	189017	244620	177897	279991	289630	246638	244708	1001108	255581	192305	284886	280156	238207	236127	260785	249370	244982	256546	196059	276388	240661	254897	275316	262050	249947	251981	241590	221383	248288	221164	242821	221752	269578	248202	201867	214883	266803	236905	227920	229328	261906	286793	234955	270614	256446	204192	257406	227318	215731	226774	145190	244941	206648	211002	144712	185134	168184	373620	377762	411581	325022	203571	307329	437670	262574	264415	320610	458420	328633	69757	43915	81479	77022	101001	77784	82206	59610	136367	114423	157248	173629	174875	156056	179151	187941	152754	147149	58496	120821	233855	194271	185071	311667	263658	263567	318991	310355	221201	186075	284108	233528	188787	161379	81503	218123	194738	281627	271730	219109	207339	201924	174056	223416	118538	153779	160579	172454	302396	385297	307260	214481	206082	230729	206366	358407	218532	414715	172185	237371	229387	367025	291306	343754	215106	254192	406405	233858	318126	303129	289572	161772	241074	60629	394121	220438	280226	233664	138993	373135	366494	83052	192513	93555	60319	78136	69741	81655	203231
Gidoni_2019:S54	273973	71161	135355	307792	177091	78055	76207	64832	90867	77888	85602	93402	107100	79481	98088	98578	67975	89461	69357	92730	90449	116799	106425	84821	79798	190573	259023	221218	242443	280987	267951	211471	216738	242329	223733	209394	257941	211635	207961	191488	272729	254390	252886	255910	189830	282589	183259	254751	186498	247877	273105	242428	180519	241050	191665	219401	279838	269209	230632	229879	246379	224748	197449	215887	197736	255842	207991	206512	266478	192563	314527	321226	277070	267473	255581	1230480	209829	316771	317221	269370	265138	288511	276057	275655	287014	216390	310356	259247	281746	309686	295372	273896	284086	270473	245002	274311	245692	266426	245975	297420	275854	222331	236277	297558	255016	254800	258295	295359	313573	260748	299919	285023	223238	283718	254294	237768	250120	159983	276285	233440	235722	158006	197274	182327	445177	446205	485716	388751	244732	367671	523797	306904	306709	372581	545600	387655	79999	50142	94399	89872	117880	90224	94586	69179	155757	131109	177620	198729	198893	177509	207079	216589	175525	166709	69372	140869	274702	228270	219807	375391	314916	317134	381691	373046	252907	217934	337941	276280	212735	181284	87500	242164	220140	327659	317078	250492	236820	231066	199504	255938	133357	173314	184020	195986	351120	452088	357024	250059	239143	266921	240053	423430	257641	490050	193314	271820	265381	429950	343737	401780	250462	296878	478398	269944	374218	350325	334624	184846	271545	66556	455321	247783	314527	264306	153222	437669	432839	99130	232672	111375	71535	90919	84612	91508	244547
Gidoni_2019:S55	196125	49587	91698	209756	121212	58178	56196	48785	64746	59109	62543	64620	78777	57587	69625	67766	52792	64452	54309	67912	63756	78161	70837	64303	58235	142773	201666	189402	193545	206656	209885	180110	191256	197992	195761	184338	199196	152692	168253	168580	203992	185044	194355	202935	160260	215082	163648	211509	142952	199166	203453	197009	159933	206402	153560	184473	216396	200995	187066	162692	187520	183853	172598	175655	174109	198058	179393	184925	211162	159291	232313	226578	197078	195528	192305	209829	657648	221108	234860	204182	209721	223918	204318	196694	201879	172765	232423	221686	217197	228238	221534	204563	206824	204899	198566	199695	199230	198012	196542	220796	207205	181927	193650	220690	203062	185027	190616	227487	228647	211488	224951	211408	192471	223432	186159	197090	214242	143463	210008	180613	207036	143538	175751	169793	316613	313166	330860	306344	165882	254932	363602	241825	245262	287985	373696	295594	61532	41043	72312	66735	86383	66723	72582	55717	122064	101867	133182	152718	154500	135665	159040	165738	136202	133102	44205	91653	204624	173167	165221	270230	193738	204676	253435	239503	170537	154768	239043	197980	180096	157943	76948	202325	187202	229207	232516	207463	182064	187889	161245	216254	112067	139188	143849	165782	259223	342223	248577	211720	204804	224865	201493	314758	217413	344199	165903	229874	217956	308556	269702	272950	213368	240050	346123	207430	278954	281897	260801	156388	232507	59341	329510	213323	262722	224507	134445	334583	317315	57277	109521	51321	47958	45172	42503	64071	128645
Gidoni_2019:S56	289574	69198	138485	344455	181788	77884	75309	64033	94827	76547	85504	98384	108492	80597	98331	100331	66640	91128	65284	93050	93569	124143	113321	83008	80085	203390	287268	237132	277917	318323	298560	225836	230591	264267	234643	224939	285531	238019	230348	201219	308613	290210	280762	284247	207694	315362	194448	278332	202779	276424	310098	263898	189200	259141	207785	235127	312222	304509	252572	266066	273578	242996	211886	235052	206960	282116	217579	217639	306437	206232	359804	377867	325725	314053	284886	316771	221108	1557493	366897	297036	292398	327967	319503	319968	339296	233215	357468	277033	316452	362429	335926	315387	312866	305409	267682	302926	266636	310542	272205	345728	302308	238310	258266	339089	288598	293235	290161	330746	358245	289834	335371	318102	237324	311127	289357	260009	269290	164456	308710	252899	250922	163127	205083	189618	478210	492134	556233	396431	262706	393372	589318	320141	321631	408581	630997	419112	77606	47868	90235	88759	114158	88385	92997	65856	158538	133485	185656	205034	206263	184052	215557	227400	182589	176238	73249	148066	286579	231550	218823	391728	355262	351990	425853	427126	282439	233893	362009	289440	215627	183422	90485	248729	231021	364054	336336	256731	251609	238995	203761	258317	134160	180788	186590	200531	390330	493423	411377	254570	237102	273380	243297	459045	254956	560130	197296	278766	264313	473985	357522	468973	249596	302894	545749	283067	396617	366788	359392	184194	289891	65382	523240	269274	341956	290980	165136	476751	471966	107144	294478	139823	69575	105976	99463	96961	295180
